Property Address,Property Name,PropertyType,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Land Area (AC),Latitude,Longitude,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Phone,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent Type,Rent/SF/Yr,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Zoning,Anchor Tenants,Building Class,Fema Flood Zone,Flood Risk Area,Floodplain Area,For Sale Price,Fund Name,Last Sale Date,Last Sale Price,Leasing Company Address,Leasing Company Contact,Star Rating,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Total Buildings
2524 State Route 37 E,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,,1,,16,2,7989,,,,,0,,-,100,,2021 Tax @ $1.37/sf,2021 Tax @ $1.37/sf,,,,,,,,,,Champion Feed & Pet Supply LLC,,,,,"1/9'0""w x 13'0""h",,,,Masonry,,,,,,7080327,,,,2.102686,40.2880914,-83.0172631,700 Sunbury Rd,"Delaware, OH 43015    ",Philip Watts,7405870221,,,,,700 Sunbury Rd,"Delaware, OH 43015    ",,Champion Feed & Pet Supply LLC,7405870221,,$7.43 - 8.21 (Est.),,,,,,,,,,700 Sunbury Rd,"Delaware, OH 43015    ",Philip Watts,Champion Feed & Pet Supply LLC,7405870221,Retail,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/23/09 0:00,900000,,,2,2021,1.37,10961.84,Single,
5565 State Route 37 E,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015-9464,Delaware,1980,1,,,,6720,,,,,0,,-,100,,2021 Tax @ $4.14/sf,2021 Tax @ $4.14/sf,,,,,,,,,,"Nicholas Savko &  Sons, Inc",,,,,,,,,,,,,,,9953010,,,,8.68,40.2734772,-82.9639776,4636 Shuster Rd,"Columbus, OH 43214-1934",Marty Savko,6144512242,,,,,5565 State Route 37 E,"Delaware, OH 43015-9464",,Savko Bros Properties 36 Llc,,,$3.68 - 4.50 (Est.),,,,,,,,,,4636 Shuster Rd,"Columbus, OH 43214-1934",Marty Savko,"Nicholas Savko &  Sons, Inc",6144512242,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/17/18 0:00,,,,1,2021,4.14,27789.2,,
7257 E State Route 37,,Industrial,Existing,Delaware County,Delaware County,Sunbury,OH,43074-8957,Delaware,,1,,14,1.93,7263,,,,,0,,-,100,,2021 Tax @ $4.06/sf,2021 Tax @ $4.06/sf,,,,,,,,,,Belczak Family Llc,,,,,,,Yes,,Metal,,,,,,1023463,,,,2.868,40.2681384,-82.9322181,7257 US HWY 36 E,"SUNBURY, OH 43074",,7409672044,,,,,7257 US HWY 36 E,"SUNBURY, OH 43074",,Belczak Family Llc,7409672044,,$7.21 - 8.12 (Est.),,,,,,,,,,7257 US HWY 36 E,"SUNBURY, OH 43074",,Belczak Family Llc,7409672044,M1,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/10/05 0:00,868800,,,2,2021,4.06,29519.76,Single,
1111 Stimmel Rd,,Flex,Existing,Southwest,SW Columbus,Columbus,OH,43223-2913,Franklin,1976,1,1984,,,7400,,,,,0,,-,100,,2021 Tax @ $2.60/sf,2021 Tax @ $2.60/sf,,,NAI Ohio Equities LLC,"Columbus, OH 43215",6146295221,6142245436,"Curt Berlin, SIOR",,,David A Strawser,"Fenced Lot, Yard, Storage Space",,"15'0""",,5,,,,,,,,,,10704979,,,,1.31,39.93609,-83.02681,1235 Stimmel Rd,"Columbus, OH 43223-2915",David Strawser,6144962439,,,,,1235 Stimmel Rd,"Columbus, OH 43223-2915",,Stimmel Properties Llc,,,$8.28 - 10.12 (Est.),,,,,,,,,,1235 Stimmel Rd,"Columbus, OH 43223-2915",David Strawser,David A Strawser,6144962439,M,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,605 S Front St Suite # 200,"Curt Berlin, SIOR",2,2021,2.6,19255.72,Single,
1316 Stimmel Rd,911943,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43223-2917,Franklin,1983,1,,20,2.78,7200,,,,,0,,-,100,,2021 Tax @ $1.50/sf,2021 Tax @ $1.50/sf,,,,"Columbus, OH 43215",,6142245436,,,,Strawser & Allen Partnership,,,"14'0""",2,2,,,,,,,,,,494700,,,,0.88,39.9349824,-83.0315215,,"Columbus, OH 43223-0059",,,,,,,,"Columbus, OH 43223-0059",,Strawser & Allen Partnership,,,$6.91 - 8.45 (Est.),,,,,,,,,,,"Columbus, OH 43223-0059",,Strawser & Allen Partnership,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,605 S Front St Suite # 200,,1,2021,1.5,10793.64,Single,
12936 Stonecreek Dr,,Industrial,Existing,Fairfield County,Fairfield County,Pickerington,OH,43147-8846,Fairfield,1989,1,,18,1.34,8058,,,,,0,,-,100,,2021 Tax @ $6.91/sf,2021 Tax @ $6.91/sf,,,Stephen M. Handler & Co.,"Columbus, OH 43209-7037",6142083111,,Stephen Handler,,,Oxford Realty,Signage,,"11'0""",,"6/8'0""w x 10'0""h",,,,Masonry,,,,,,509832,,,Hunters Run Business Center,4.94,39.924558,-82.78175,68-72 S 4th St,"Columbus, OH 43215-4315",Scott Solomon,6142216048,,,,,6011 Forestview Dr,"Columbus, OH 43213-2114",,Hunters Run Properties Llc,,,$8.50 - 10.39 (Est.),,,,,,,,,,68-72 S 4th St,"Columbus, OH 43215-4315",Scott Solomon,Oxford Realty,6142216048,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,PO Box 091037,Stephen Handler,2,2021,6.91,55704.76,Multi,
886 Stratford Rd,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,1966,1,,24,3.11,7723,,,,,0,,-,100,,2021 Tax @ $1.26/sf,2021 Tax @ $1.26/sf,,,,,,,,,,PuroClean Restoration Services,Fenced Lot,,"18'0""",2,"2/12'0""w x 14'0""h",,,,Metal,,,,,,8763302,,,,1.39,40.27848,-83.067944,886 Stratford Rd,"Delaware, OH 43015",Jim Crouse,8778819545,,,,,886 Stratford Rd,"Delaware, OH 43015",,Crouse Cubas Enterprises LLC,8778819545,,$6.95 - 8.50 (Est.),,,,,,,,,,886 Stratford Rd,"Delaware, OH 43015",Jim Crouse,PuroClean Restoration Services,8778819545,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,1/15/14 0:00,400000,,,2,2021,1.26,9699.68,Single,
1471 Sugar Grove Rd,,Industrial,Existing,Fairfield County,Fairfield County,Lancaster,OH,43130,Fairfield,2006,1,,,,8160,,,,,0,,-,100,,2021 Tax @ $1.36/sf,2021 Tax @ $1.36/sf,,,"M & B Demolition, Inc.","Lancaster, OH 43130",7406531116,,Joe Montle,"M & B Demolition, Inc.",,"M & B Demolition, Inc.",,,,,3,,,,,,,,,,7146066,,,,3.63,39.6995226,-82.5816214,1473 Sugar Grove Rd,"Lancaster, OH 43130",Joe Montle,7406531116,1473 Sugar Grove Rd,"Lancaster, OH 43130",Joe Montle,7406531116,1480 SE Sugar Grove Rd,"Lancaster, OH 43130",,Jtm Real Estate Llc,7405925700,,$4.33 - 5.29 (Est.),,,,,,,,,,1473 Sugar Grove Rd,"Lancaster, OH 43130",Joe Montle,"M & B Demolition, Inc.",7406531116,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,1473 Sugar Grove Rd,Joe Montle,1,2021,1.36,11082.88,Multi,
1257 Sugar Grove Rd SE,,Industrial,Existing,Fairfield County,Fairfield County,Lancaster,OH,43130-4861,Fairfield,1993,1,,,,8320,,,,,0,,-,100,,2021 Tax @ $0.65/sf,2021 Tax @ $0.65/sf,,,,,,,,,,Showcase Holdings Llc,,,,1,"1/12'0""w x 12'0""h",,,,,,,,,,9113229,,,,1.62,39.7008383,-82.5870403,63 Wonderhill Dr,"Athens, OH 45701-3617",David White,,,,,,63 Wonderhill Dr,"Athens, OH 45701-3617",,Showcase Holdings Llc,,,$5.16 - 6.30 (Est.),,,,,,,,,,63 Wonderhill Dr,"Athens, OH 45701-3617",David White,Showcase Holdings Llc,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,0.65,5388.7,Single,
1355 Sullivant Ave,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43223-1333,Franklin,1951,1,,2,0.3,6600,,,,,0,,-,100,,2021 Tax @ $0.67/sf,2021 Tax @ $0.67/sf,,,,"Columbus, OH 43223    ",,6142212225,,,,Mid-City Electric,,3p,"14'0""",,"5/9'0""w x 12'0""h",,,,Masonry,,,City,City,Natural,673543,,,,0.18,39.950488,-83.035279,1099 Sullivant Ave,"Columbus, OH 43223    ",,6142215153,,,,,1099 Sullivant Ave,"Columbus, OH 43223    ",,Mid-City Electric,6142215153,,$5.33 - 6.52 (Est.),,,,,,,,,,1099 Sullivant Ave,"Columbus, OH 43223    ",,Mid-City Electric,6142215153,C-4,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/6/18 0:00,230000,1099 Sullivant Ave,,1,2021,0.67,4397.6,Single,
1432 Sullivant Ave,,Industrial,Existing,Northwest,Downtown West,Columbus,OH,43223-1336,Franklin,1947,1,,12,1.64,7308,,,,,0,,-,100,,2021 Tax @ $0.59/sf,2021 Tax @ $0.59/sf,,,Sheung Tan Ko,"Pickerington, OH 43147    ",6145315427,,Sheung Tan Ko,,,Sheung Tan Ko,,Heavy,"14'0""",,"2/10'0""w x 12'0""h",,None,,Masonry,,,,,,494597,,,,2,39.950574,-83.037451,121 Steiger Ct,"Pickerington, OH 43147    ",Sheung Tan Ko,9174958830,,,,,33 Fairway Ct,"Quakertown, PA 18951",,Kim Yen,,,$4.99 - 6.10 (Est.),,,,,,,,,,121 Steiger Ct,"Pickerington, OH 43147    ",Sheung Tan Ko,Sheung Tan Ko,9174958830,C-4,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/7/08 0:00,100000,121 Steiger Ct,Sheung Tan Ko,1,2021,0.59,4326.06,Multi,1
585 Sunbury Rd,,Flex,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,1990,1,,32,5.33,6655,,,,,0,,-,100,,2021 Tax @ $7.47/sf,2021 Tax @ $7.47/sf,,,RJ Boll Realty,"Dublin, OH 43017-1592",6147992100,6147992112,Jake Boll,,,Led Investments Llp,,,,,"2/10'0""h",,,,Masonry,,,,,,7079771,,,Delaware Commerce Park,7.15,40.2971898,-83.042141,557 Sunbury Rd,"Delaware, OH 43015",Edward Snodgrass,7405480348,,,,,557 Sunbury Rd,"Delaware, OH 43015",,Led Investments Llp,7405480348,,$11.39 - 13.92 (Est.),,,,,,,,,,557 Sunbury Rd,"Delaware, OH 43015",Edward Snodgrass,Led Investments Llp,7405480348,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,5880 Sawmill Rd Suite # 150,Jake Boll,2,2021,7.47,49729.96,Multi,
611-619 Sunbury Rd,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,,1,,26,3.87,6716,,,,,0,,-,100,,2021 Tax @ $7.40/sf,2021 Tax @ $7.40/sf,,,,,,,,,,Led Investments Llp,,,,,"1/9'0""w x 12'0""h",,,,Masonry,,,,,,7079781,,,Delaware Commerce Park,7.15,40.2966565,-83.0411645,557 Sunbury Rd,"Delaware, OH 43015",Edward Snodgrass,7405480348,,,,,557 Sunbury Rd,"Delaware, OH 43015",,Led Investments Llp,,,$6.95 - 8.49 (Est.),,,,,,,,,,557 Sunbury Rd,"Delaware, OH 43015",Edward Snodgrass,Led Investments Llp,7405480348,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,1,2021,7.4,49729.96,Multi,
3021 E Switzer Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43219-2369,Franklin,1968,2,,8,1,8000,,,,,0,,-,100,,2021 Tax @ $1.88/sf,2021 Tax @ $1.88/sf,,,,,,,,,,Fowler Engines Inc,Fenced Lot,,"24'0""",1,"1/9'0""w x 12'0""h",,,,Masonry,,,,,,495876,,,,1,39.995136,-82.924992,3021 E Switzer Ave,"Columbus, OH 43219-2369",Jeffrey Fowler,6142582924,,,,,3021 E Switzer Ave,"Columbus, OH 43219-2369",,Fowler Engines Inc,6142582924,,$6.66 - 8.14 (Est.),,,,,,,,,,3021 E Switzer Ave,"Columbus, OH 43219-2369",Jeffrey Fowler,Fowler Engines Inc,6142582924,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.88,15018.42,Single,
37 N Sylvan Ave,,Flex,Existing,Northwest,Downtown West,Columbus,OH,43204-1332,Franklin,1920,1,,28,3.79,7386,,,,,0,,-,100,,2021 Tax @ $1.06/sf,2021 Tax @ $1.06/sf,,,Best Corporate Real Estate,"Columbus, OH 43220    ",6145593350,6145593390,Randy Best,,,Riester Automotive,,240a 3p,,,"1/9'0""w x 11'0""h",,,,Masonry,,,,,,780131,,,,0.48,39.95512,-83.087404,37 N Sylan Ave,"Columbus, OH 43204    ",,,,,,,37 N Sylan Ave,"Columbus, OH 43204    ",,Riester Automotive,,,$7.85 - 8.56 (Est.),,,,,,,,,,37 N Sylan Ave,"Columbus, OH 43204    ",,Riester Automotive,,"M, Columbus",,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/10/04 0:00,250000,4608 Sawmill Rd,Randy Best,2,2021,1.06,7803.2,Single,
700 Taylor Ave,,Flex,Existing,Northeast,N Central Columbus,Columbus,OH,43219-2527,Franklin,2000,1,,16,2.25,7020,,,,,0,,-,100,,2021 Tax @ $1.21/sf,2021 Tax @ $1.21/sf,,,,,,,,,,"Spectrum Lighting, Inc",Signage,,"13'4""",,"1/9'0""w x 11'0""h",,,,Masonry,,,,,,686713,,,,0.59,39.981407,-82.960056,1001-1003 Kinnear Rd,"Columbus, OH 43212    ",Rick Vollhardt,6144191965,,,,,2991 Creekwood Estates Dr,"Blacklick, OH 43004-8058",,700 Taylor Ave Llc,,,$5.68 - 6.95 (Est.),,,,,,,,,,1001-1003 Kinnear Rd,"Columbus, OH 43212    ",Rick Vollhardt,"Spectrum Lighting, Inc",6144191965,M,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,11/28/16 0:00,,,,2,2021,1.21,8498.48,Multi,
6508 Taylor Rd SW,,Industrial,Existing,Licking County,Licking County,Reynoldsburg,OH,43068-9633,Licking,1968,2,,18,2.65,6800,,,,,0,,-,100,,2021 Tax @ $2.01/sf,2021 Tax @ $2.01/sf,,,,,,,,,,Visu-Sewer Clean & Seal Inc,,,,,"2/9'0""w x 14'0""h",,,,Reinforced Concrete,,,,,,4560612,,,,7.62,39.994931,-82.768344,W230N4855 Betker Dr,"Pewaukee, WI 53072    ",Keith Alexander,2626952340,,,,,,,,Alex Rentals Llp,,,$5.83 - 7.13 (Est.),,,,,,,,,,W230N4855 Betker Dr,"Pewaukee, WI 53072    ",Keith Alexander,Visu-Sewer Clean & Seal Inc,2626952340,"CS, Reynoldsburg",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,11/4/22 0:00,800000,,,1,2021,2.01,13696.58,Single,
935 Taylor Station Rd,Front Warehouse,Industrial,Existing,Northeast,Airport,Gahanna,OH,43230-6657,Franklin,1977,1,,8,1.1,7268,,,,,0,,-,100,,2021 Tax @ $14.51/sf,2021 Tax @ $14.51/sf,,,,,,,,,,Donatos Pizza,,,,,"2/8'0""w x 10'0""h",,,,Masonry,,,,,,7981184,,,,2.05,39.9919462,-82.841037,935 Taylor Station Rd,"Columbus, OH 43230-6657",Jim Grote,6148642444,,,,,935 Taylor Station Rd,"Gahanna, OH 43230",,Grote Family Limited Partnership,,,$6.43 - 7.85 (Est.),,,,,,,,,,935 Taylor Station Rd,"Columbus, OH 43230-6657",Jim Grote,Donatos Pizza,6148642444,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,1,2021,14.51,105473.36,Single,
435 Ternstedt Ln,,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43228,Franklin,1965,1,,28,4.05,6920,,,,,0,,-,100,,2021 Tax @ $1.37/sf,2021 Tax @ $1.37/sf,,,,,,,,,,George Rolland E 2017 Trust,Fenced Lot,,,,"2/8'0""w x 10'0""h",,,,Masonry,,,,,,6951734,,,,2.09,39.943898,-83.100201,,,,,,,,,,,,George Rolland E 2017 Trust,,,$6.84 - 8.36 (Est.),,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/6/18 0:00,,,,1,2021,1.37,9479.06,Single,
460 Ternstedt Ln,E&B Dist Inc,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43228-2129,Franklin,1979,1,,8,1,8000,,,,,0,,-,100,,2021 Tax @ $0.94/sf,2021 Tax @ $0.94/sf,,,,,,,,,,Larry & Susan Frazier,,,"20'0""",,"3/9'0""w x 12'0""h",,,,Masonry,,,,,,495538,,,,1,39.944383,-83.099601,5055 Lambert Rd,"Grove City, OH 43123-8959",Larry Frazier,6148758775,,,,,460 Ternstedt Ln,"Columbus, OH 43228-2129",,Stroud & Howiler Llc,,,$6.73 - 8.22 (Est.),,,,,,,,,,5055 Lambert Rd,"Grove City, OH 43123-8959",Larry Frazier,Larry & Susan Frazier,6148758775,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,5/29/19 0:00,240000,,,2,2021,0.94,7541.98,Multi,
3995 Thistlewood Dr,,Industrial,Existing,Southwest,SW Columbus,Grove City,OH,43123,Franklin,1979,1,,12,1.6,7500,,,,,0,,-,100,,2021 Tax @ $11.69/sf,2021 Tax @ $11.69/sf,,,,"Grove City, OH 43123",,,,,,Spare Space Self Storage,,,,,"3/9'0""w x 14'0""h",,,,Metal,,,,,,7703140,,,,12.148,39.8823691,-83.0430765,1784-1788 Killdeer Dr,"Grove City, OH 43123",Douglas Grossman,6148712849,,,,,PO BOX 644,"GROVE CITY, OH 43123",,Robarco Inc,,,$7.86 - 9.60 (Est.),,,,,,,,,,1784-1788 Killdeer Dr,"Grove City, OH 43123",Douglas Grossman,Spare Space Self Storage,6148712849,,,C,Areas with a 1% annual chance of flooding and a 26% chance of flooding over the life of a 30-year mortgage.,High Risk Areas,100-year Floodplain,,,,,3909 Broadway,,2,2021,11.69,87655.92,Multi,
1601 Thrailkill Rd,,Industrial,Existing,Southwest,SW Columbus,Grove City,OH,43123-9735,Franklin,1985,1,,10,1.25,8000,,,,,0,,-,100,2400,2021 Tax @ $2.10/sf,2021 Tax @ $2.10/sf,,,,,,,,,,"C & S Properties of Columbus, Ltd.",,Heavy,"15'0""",,2,,,,Metal,,,,,,791253,,,,5.129982,39.8878548,-83.0351475,P.O.Box 838,"New Philadelphia, OH 44663-0838",,,,,,,P.O.Box 838,"New Philadelphia, OH 44663-0838",,"C & S Properties of Columbus, Ltd.",,,$6.72 - 8.21 (Est.),,,,,,,,,,,,,,,"N/Av, Jackson TWP",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/7/04 0:00,375000,,,2,2021,2.1,16831.06,Multi,
315 Town St,,Flex,Existing,Pickaway County,Pickaway County,Circleville,OH,43113,Pickaway,1973,1,,,,7500,,,,,0,,-,100,,2021 Tax @ $0.84/sf,2021 Tax @ $0.84/sf,,,Doersam Marketing Inc,"Chillicothe, OH 45601    ",7404745892,,Jim Doersam,,,Colt,,3p,"15'0""",2,,,None,,,,,,,,7328521,,,,0.81,39.5879911,-82.946065,9800 NW 41st St Suite # 400,"Doral, FL 33178-2968",Ira Birns,3054288000,,,,,9800 NW 41st St,"Doral, FL 33178-2968",,World Fuel Services Inc,,,$5.92 - 7.23 (Est.),,,,,,,,,,9800 NW 41st St Suite # 400,"Doral, FL 33178-2968",Ira Birns,Colt,3054288000,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/29/21 0:00,483595,143 W Water St,Jim Doersam,3,2021,0.84,6270.42,Single,
5241 Trabue Rd,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228-9564,Franklin,1990,1,,9,1.25,7200,,,,,0,,-,100,,2021 Tax @ $1.37/sf,2021 Tax @ $1.37/sf,,,,,,,,,,Whittaker M E Builders Inc,Fenced Lot,3p,"14'0""",1,"2/9'0""w x 11'0""h",,,,Masonry,,Gas,,,,821639,,,,0.85,39.980996,-83.140747,1005 Old Henderson Rd,"Columbus, OH 43220",Mark E Whittaker,6144598904,,,,,2116 Beech Cv,"New Richmond, OH 45157-8661",,Padgett Properties Llc,,,$7.59 - 9.27 (Est.),,,,,,,,,,1005 Old Henderson Rd,"Columbus, OH 43220",Mark E Whittaker,Whittaker M E Builders Inc,6144598904,LM-2,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/1/17 0:00,319900,,,1,2021,1.37,9867.78,Single,
5275 Trabue Rd,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,1990,1,,20,2.43,8224,,,,,0,,-,100,164,2021 Tax @ $1.64/sf,2021 Tax @ $1.64/sf,,,,,,,,,,"Sours, Thomas",,1p,"20'0""",2,"1/10'0""w x 12'0""h",,Yes,,Masonry,,Gas,City,City,Natural,33590,,,,1.12,39.980757,-83.141981,5263 Trabue Rd,"Columbus, OH 43228    ",Thomas Sours,6148518800,,,,,5263 Trabue Rd,"Columbus, OH 43228    ",,T & Properties,,,$5.10 - 6.23 (Est.),,,,,,,,,,5263 Trabue Rd,"Columbus, OH 43228    ",Thomas Sours,"Sours, Thomas",6148518800,"M2, Columbus",,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,1/14/03 0:00,417600,,,2,2021,1.64,13475.94,Multi,
1640 Transamerica Ct,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,1995,1,,2,,7879,,,,,0,,-,100,,2021 Tax @ $1.73/sf,2021 Tax @ $1.73/sf,,,,,,,,,,Hawk Enterprises Ltd,Fenced Lot,,,,"3/9'0""w x 11'0""h",,,,Metal,,,,,,6445569,,,,1.329982,39.9853315,-83.1378438,2000 Henderson Rd,"Columbus, OH 43220    ",,,,,,,2000 Henderson Rd,"Columbus, OH 43220    ",,Hawk Enterprises Ltd,,,$7.29 - 8.91 (Est.),,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.73,13636.46,Single,
4999 Transamerica Dr,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228,Franklin,1997,1,,17,2.59,6568,,,,,0,,-,100,,2021 Tax @ $2.22/sf,2021 Tax @ $2.22/sf,,,,,,,,,,Dee Printing Inc,,,,,"2/9'0""w x 11'0""h",,,,Masonry,,,,,,6445574,,,,0.97,39.9832652,-83.1392448,4999 Transamerica Dr,"Columbus, OH 43228    ",Dorothy Murnane,6147778700,,,,,4999 Transamerica Dr,"Columbus, OH 43228    ",,Molly Dee Properties Ltd,,,$7.49 - 9.16 (Est.),,,,,,,,,,4999 Transamerica Dr,"Columbus, OH 43228    ",Dorothy Murnane,Dee Printing Inc,6147778700,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,1,2021,2.22,14608.48,Single,
1425 Universal Rd,,Industrial,Existing,Southeast,Downtown South,Columbus,OH,43207-1730,Franklin,1975,1,,24,3.48,6906,,,,,0,,-,100,900,2021 Tax @ $1.01/sf,2021 Tax @ $1.01/sf,,,James & Jean Elliott,"Basking Ridge, NJ 07920-1136",,,James Eliott,,Oscar L Thomas,"Mills James, Inc.",Fenced Lot,,"12'0""",,"2/9'0""w x 12'0""h",,,,Masonry,,,,,,494823,,,,0.9,39.924848,-82.954573,3545 Fishinger Rd,"Columbus, OH 43221    ",Kenneth Mills,6147779933,,,,,4855 Grove Pointe Dr,"Columbus, OH 43215",,Kjt Property Llc,,,$5.52 - 6.75 (Est.),,,,,,,,,,3545 Fishinger Rd,"Columbus, OH 43221    ",Kenneth Mills,"Mills James, Inc.",6147779933,Commercial,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/28/14 0:00,250000,60 Cherry Ln,James Eliott,1,2021,1.01,6959.04,Single,
