current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
Cubesmart,Cubesmart,,083496434,"5252 NIKE DR, HILLIARD, OH 43026",www.cubesmart.com,6147711705,713930,Marinas,44939901,"Boat yards, storage and incidental repair",1,,Branch,5252 Nike Dr,Hilliard,OH,43026,5252 Nike Dr,Hilliard,OH,43026,84fec174-841d-53f5-82a6-bfa6984ab2ea,560-160648,-83.149123,39.995594
"Edwards, Mooney & Moses","Edwards, Mooney & Moses",Edwards Mooney & Moses of Ohio,081318131,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",www.edwardsmooneyandmoses.com,6143511439,238310,Drywall and Insulation Contractors,17420203,"Insulation, buildings",402,1978,Single Location,1320 Mckinley Ave Ste B,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
"Grytur Enterprises, Inc.","Grytur Enterprises, Inc.",Division 10 Plus,962744889,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",,6146784471,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",32610100,"Bathroom accessories/fittings, vitreous china or earthenware",1,2010,Single Location,1320 Mckinley Ave,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
Multicon Construction Co,Multicon Construction Co,Eclipse Real Estate Group,023159978,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",www.multicon.build,,236117,New Housing For-Sale Builders,15310000,Operative builders,23,1988,Single Location,1320 Mckinley Ave Ste C,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
"Installed Building Products, LLC","Installed Building Products, LLC",Swan Freedom,796147945,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",www.swanfreedom.com,,337122,Nonupholstered Wood Household Furniture Manufacturing,25119909,Whatnot shelves: wood,7,,Branch,1320 Mckinley Ave Ste A,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
Edwards Insulation Co,Edwards Insulation Co,,949755842,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",,6143322543,238310,Drywall and Insulation Contractors,17420203,"Insulation, buildings",5,2012,Single Location,1320 Mckinley Ave,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
"Installed Building Products, LLC","Installed Building Products, LLC",IBP Columbus,079292622,"1320 MCKINLEY AVE, COLUMBUS, OH 43222",www.installedbuildingproducts.com,,238310,Drywall and Insulation Contractors,17420203,"Insulation, buildings",24,,Branch,1320 Mckinley Ave Ste A,Columbus,OH,43222,1320 Mckinley Ave,Columbus,OH,43222,6f9861ef-4809-5141-bcdd-3d7236bcba68,010-007252,-83.036748,39.964493
Columbia Gas Meter Shop,Columbia Gas Meter Shop,,019182376,"5315 FISHER RD, COLUMBUS, OH 43228",,6144605519,211120,Crude Petroleum Extraction,13110000,Crude petroleum and natural gas,11,2009,Single Location,5315 Fisher Rd,Columbus,OH,43228,5315 Fisher Rd,Columbus,OH,43228,5704ac01-3fc4-5581-a0a4-9a2b1b96b44c,570-215151,-83.140738,39.973579
Nisource Inc.,Nisource Inc.,,059671601,"5315 FISHER RD, COLUMBUS, OH 43228",www.nisource.com,6144605517,221118,Other Electric Power Generation,49119902,"Generation, electric power",5,,Branch,5315 Fisher Rd,Columbus,OH,43228,5315 Fisher Rd,Columbus,OH,43228,5704ac01-3fc4-5581-a0a4-9a2b1b96b44c,570-215151,-83.140738,39.973579
American Community Newspapers,American Community Newspapers,,948870220,"5235 SINCLAIR RD, COLUMBUS, OH 43229",,6148884567,513110,Newspaper Publishers,27110100,"Newspapers, publishing and printing",4,2009,Single Location,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
Speer Industries Incorporated,Speer Industries Incorporated,Speer Mechanical,117366757,"5235 SINCLAIR RD, COLUMBUS, OH 43229",www.speermechanical.com,6142616331,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110401,Mechanical contractor,45,1927,HQ,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
Schmid Mechanical Co.,Schmid Mechanical Co.,,051150064,"5235 SINCLAIR RD, COLUMBUS, OH 43229",www.speermechanical.com,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110401,Mechanical contractor,50,2010,Single Location,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
C M Limited,C M Limited,,161874417,"5235 SINCLAIR RD, COLUMBUS, OH 43229",,6148884567,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),65120100,Commercial and industrial building operation,45,1980,Single Location,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
The Dispatch Printing Company,The Dispatch Printing Company,CM Printing,825569452,"5235 SINCLAIR RD, COLUMBUS, OH 43229",www.dispatch.com,,513110,Newspaper Publishers,27110101,Commercial printing and newspaper publishing combined,3,,Branch,5253 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.999788,40.071965
Julian Speer Mech Service,Julian Speer Mech Service,,040062100,"5235 SINCLAIR RD, COLUMBUS, OH 43229",www.speermechanical.com,6144364084,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110401,Mechanical contractor,2,2013,Single Location,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
"Diamondback Golf, LLC","Diamondback Golf, LLC",,023981718,"5235 SINCLAIR RD, COLUMBUS, OH 43229",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",2,2012,Single Location,5253 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998117,40.072326
Speer Julian Co,Speer Julian Co,Speer Mechanical,004488706,"5235 SINCLAIR RD, COLUMBUS, OH 43229",,6142616331,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110401,Mechanical contractor,55,1957,Single Location,5255 Sinclair Rd,Columbus,OH,43229,5235 Sinclair Rd,Columbus,OH,43229,c77a757e-c06f-539d-b63b-ed8cc643fe01,010-118483,-82.998788,40.072093
"Four Brothers Investment, LLC","Four Brothers Investment, LLC",,074041619,"4231 LEAP RD, HILLIARD, OH 43026",,6149219751,523910,Miscellaneous Intermediation,67990000,"Investors, nec",2,2014,Single Location,4231 Leap Rd Ste A,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.14082,40.0406
Hmb Real Estate LLC,Hmb Real Estate LLC,,088659161,"4231 LEAP RD, HILLIARD, OH 43026",,,531210,Offices of Real Estate Agents and Brokers,65310100,Real estate brokers and agents,2,2013,Single Location,4231 Leap Rd,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.140214,40.040087
"Leap Road Investment Company, Inc.","Leap Road Investment Company, Inc.",,117668246,"4231 LEAP RD, HILLIARD, OH 43026",,6142554373,531210,Offices of Real Estate Agents and Brokers,65310000,Real estate agents and managers,1,1986,Single Location,4231 Leap Rd,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.140214,40.040087
Ay Fashion and Accessories Inc,Ay Fashion and Accessories Inc,,046538830,"4231 LEAP RD, HILLIARD, OH 43026",,6144029363,458110,Clothing and Clothing Accessories Retailers,56210000,Women's clothing stores,2,2014,Single Location,4231 Leap Rd Ste C,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.14082,40.0406
Above Sound LLC,Above Sound LLC,,930659730,"4231 LEAP RD, HILLIARD, OH 43026",www.aslpros.com,6149910676,238210,Electrical Contractors and Other Wiring Installation Contractors,17310303,Sound equipment specialization,8,2012,Single Location,4231 Leap Rd Ste C,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.14082,40.0406
Vince World Electronic Inc.,Vince World Electronic Inc.,,076894926,"4231 LEAP RD, HILLIARD, OH 43026",,,459999,All Other Miscellaneous Retailers,59999910,Electronic parts and equipment,1,2019,Single Location,4233 Leap Rd,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.141103,40.041103
Ustrg u.s. Technology Recycling Group Ltd,Ustrg u.s. Technology Recycling Group Ltd,Ustrg,809850261,"4231 LEAP RD, HILLIARD, OH 43026",www.ustrg.com,6148500202,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,50459905,"Computers, nec",5,2007,Single Location,4231 Leap Rd Ste H,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.14082,40.0406
"A.M.B. and Brothers, Inc.","A.M.B. and Brothers, Inc.",A M B,837984483,"4231 LEAP RD, HILLIARD, OH 43026",,6149219751,493110,General Warehousing and Storage,42259901,General warehousing,9,1991,Single Location,4231 Leap Rd Ste A,Hilliard,OH,43026,4231 Leap Rd,Hilliard,OH,43026,7aacf817-683c-5dbf-901a-4ca83ec82292,050-003796,-83.14082,40.0406
"Hyperlogistics Group, Inc.","Hyperlogistics Group, Inc.",,179456496,"2300 RICKENBACKER PKWY, COLUMBUS, OH 43217",www.hyperlog.com,6144914272,488490,Other Support Activities for Road Transportation,42310000,Trucking terminal facilities,2,,Branch,2300 Rickenbacker Pkwy,Columbus,OH,43217,2300 Rickenbacker Pkwy,Columbus,OH,43217,347dd114-efb6-53c8-b28b-af522aaa0ad4,495-242618,-82.936627,39.82394
"Xigent Automation Systems, Inc.","Xigent Automation Systems, Inc.",Xigent,602496866,"8303 GREEN MEADOWS DR N, LEWIS CENTER, OH 43035",www.xasinc.com,7405483700,423830,Industrial Machinery and Equipment Merchant Wholesalers,50840000,Industrial machinery and equipment,90,2005,Single Location,8303 Green Meadows Dr N,Lewis Center,OH,43035,8303 Green Meadows Dr N,Lewis Center,OH,43035,aea17ba7-49c6-5ec5-9f95-f234e7e543b5,318-312-02-007-000,-83.008922,40.165639
"Associated Materials, LLC","Associated Materials, LLC",Alside Supply Center,077246697,"640 DEARBORN PARK LN, COLUMBUS, OH 43085",www.associatedmaterials.com,6149854611,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",50330100,Roofing and siding materials,25,,Branch,640 Dearborn Park Ln,Columbus,OH,43085,640 Dearborn Park Ln,Columbus,OH,43085,5c790dc1-6e68-50f3-a707-3a83bcd0dd51,610-289523,-82.999273,40.117123
"D & J Master Clean, Inc.","D & J Master Clean, Inc.",Master Clean Carpet & Uphlstry,617233614,"640 DEARBORN PARK LN, COLUMBUS, OH 43085",www.masterclean.biz,6148471181,561740,Carpet and Upholstery Cleaning Services,72170100,Carpet and upholstery cleaning on customer premises,100,1989,Single Location,680 Dearborn Park Ln,Columbus,OH,43085,640 Dearborn Park Ln,Columbus,OH,43085,5c790dc1-6e68-50f3-a707-3a83bcd0dd51,610-289523,-82.999059,40.116877
Jfc International Inc.,Jfc International Inc.,Jfc International,968327916,"640 DEARBORN PARK LN, COLUMBUS, OH 43085",www.jfc.com,6148465566,424490,Other Grocery and Related Products Merchant Wholesalers,51490000,"Groceries and related products, nec",5,,Branch,700 Dearborn Park Ln,Columbus,OH,43085,640 Dearborn Park Ln,Columbus,OH,43085,5c790dc1-6e68-50f3-a707-3a83bcd0dd51,610-289523,-82.998429,40.116866
Jfc Ohio,Jfc Ohio,,037403470,"640 DEARBORN PARK LN, COLUMBUS, OH 43085",,6148465566,531210,Offices of Real Estate Agents and Brokers,65310000,Real estate agents and managers,2,2016,Single Location,700 Dearborn Park Ln,Columbus,OH,43085,640 Dearborn Park Ln,Columbus,OH,43085,5c790dc1-6e68-50f3-a707-3a83bcd0dd51,610-289523,-82.998429,40.116866
Emser Tile,Emser Tile,,095236692,"640 DEARBORN PARK LN, COLUMBUS, OH 43085",www.emser.com,6146817143,238340,Tile and Terrazzo Contractors,17439904,"Tile installation, ceramic",1,2017,Single Location,660 Dearborn Park Ln,Columbus,OH,43085,640 Dearborn Park Ln,Columbus,OH,43085,5c790dc1-6e68-50f3-a707-3a83bcd0dd51,610-289523,-82.999268,40.117162
Menlo Worldwide Forwarding,Menlo Worldwide Forwarding,,025802759,"1711 GEORGESVILLE RD, COLUMBUS, OH 43228",,6143859100,488510,Freight Transportation Arrangement,47310200,Freight forwarding,3,2010,Single Location,1711 Georgesville Rd,Columbus,OH,43228,1711 Georgesville Rd,Columbus,OH,43228,36168073-4e55-5ce1-9923-dd2d708dc0ed,570-211846,-83.138678,39.918669
"Proform Group, Inc.","Proform Group, Inc.",,831287904,"1711 GEORGESVILLE RD, COLUMBUS, OH 43228",www.proformgroupinc.com,6143329654,336211,Motor Vehicle Body Manufacturing,37130102,Truck bodies (motor vehicles),42,,Branch,1715 Georgesville Rd,Columbus,OH,43228,1711 Georgesville Rd,Columbus,OH,43228,36168073-4e55-5ce1-9923-dd2d708dc0ed,570-211846,-83.138475,39.918513
Leaf Lender Inc.,Leaf Lender Inc.,,111243803,"1711 GEORGESVILLE RD, COLUMBUS, OH 43228",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2014,Single Location,1715 Georgesville Rd,Columbus,OH,43228,1711 Georgesville Rd,Columbus,OH,43228,36168073-4e55-5ce1-9923-dd2d708dc0ed,570-211846,-83.138475,39.918513
"United Parcel Service, Inc.","United Parcel Service, Inc.",UPS,027061261,"1711 GEORGESVILLE RD, COLUMBUS, OH 43228",www.ups.com,6143859100,492110,Couriers and Express Delivery Services,45139901,"Letter delivery, private air",54,,Branch,1711 Georgesville Rd,Columbus,OH,43228,1711 Georgesville Rd,Columbus,OH,43228,36168073-4e55-5ce1-9923-dd2d708dc0ed,570-211846,-83.138678,39.918669
"Susa Partnership, L.P.","Susa Partnership, L.P.",Extra Space Storage,831419734,"3450 PARKWAY LN, HILLIARD, OH 43026",www.extraspace.com,6147715322,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",4,,Branch,3450 Parkway Ln,Hilliard,OH,43026,3450 Parkway Ln,Hilliard,OH,43026,9b596a2c-b31d-5b00-9c53-f751b59ce1be,050-003645,-83.123303,40.024529
"Links At Ballantrae Homeowners' Association, Inc.","Links At Ballantrae Homeowners' Association, Inc.",,088726425,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",86410502,Homeowners' association,3,2014,Single Location,777 Dearborn Park Ln A,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
"Tartan Ridge Section 5 Lots 182-207 Homeowners' Association, Inc.","Tartan Ridge Section 5 Lots 182-207 Homeowners' Association, Inc.",,089088000,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",86410502,Homeowners' association,3,2014,Single Location,777 Dearborn Park Ln A,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
American Moving and Storage Solutions,American Moving and Storage Solutions,,107335898,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,6144368080,484110,"General Freight Trucking, Local",42140000,Local trucking with storage,3,2020,Single Location,777 Dearborn Park Ln M,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Dorothys Pond Condo Assoc,Dorothys Pond Condo Assoc,,084959377,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,6142884089,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2018,Single Location,777 Dearborn Park Ln A,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Hanley Business Forms,Hanley Business Forms,,071635551,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",www.hanleybusinessforms.com,6148850855,424120,Stationery and Office Supplies Merchant Wholesalers,51129902,Business forms,5,1993,Single Location,771 Dearborn Park Ln B,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.99832,40.115889
CJS Heating and Air,CJS Heating and Air,,042530490,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",www.cjsheatingandair.com,6143889241,238220,"Plumbing, Heating, and Air-Conditioning Contractors",17110405,Warm air heating and air conditioning contractor,8,2018,Single Location,771 Dearborn Park Ln C,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.99832,40.115889
Otis Elevator Company,Otis Elevator Company,,045078433,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",www.otis.com,6147776500,423830,Industrial Machinery and Equipment Merchant Wholesalers,50840803,Elevators,37,,Branch,777 Dearborn Park Ln L,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Empire Today,Empire Today,,105927329,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,8475833000,449121,Floor Covering Retailers,57139901,Carpets,2,2019,Single Location,777 Dearborn Park Ln,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
The Dewitt Group Inc,The Dewitt Group Inc,Capital Office Supply,198643504,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",vibenet.thalerus.com,6148475919,424120,Stationery and Office Supplies Merchant Wholesalers,51129907,"Office supplies, nec",10,1982,Single Location,777 Dearborn Park Ln E,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
United Steelworkers,United Steelworkers,Uswa,928171545,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",www.usw.org,6148886784,813930,Labor Unions and Similar Labor Organizations,86319903,Labor union,6,,Branch,777 Dearborn Park Ln J,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Accounting Excellence,Accounting Excellence,,785241287,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,6147819952,541219,Other Accounting Services,87210000,"Accounting, auditing, and bookkeeping",1,2006,Single Location,777 Dearborn Park Ln,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Village At Hilliard Run H,Village At Hilliard Run H,,085737696,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2018,Single Location,777 Dearborn Park Ln,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
Usw Local 730,Usw Local 730,,060864002,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,6143326305,813930,Labor Unions and Similar Labor Organizations,86319903,Labor union,3,2011,Single Location,777 Dearborn Park Ln J,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
"Tom Properties, LLC","Tom Properties, LLC",,843914594,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",,6147810055,531210,Offices of Real Estate Agents and Brokers,65310401,"Rental agent, real estate",5,1999,Single Location,777 Dearborn Park Ln A,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
"A Kid Again, Inc.","A Kid Again, Inc.",,079443953,"771 DEARBORN PARK LN, COLUMBUS, OH 43085",www.akidagain.com,6147979500,624110,Child and Youth Services,83220200,Child related social services,6,1995,Single Location,777 Dearborn Park Ln G,Columbus,OH,43085,771 Dearborn Park Ln,Columbus,OH,43085,8c2c7b30-b9e6-5bdb-ac5b-5ceb668a78fb,610-218371,-82.996848,40.115177
